CountyName,MedianHomePrice,FIPS,Population,MedianIncome,HousingAffordabilityIndex
"Warren County, North Carolina",147520,37185,18889,39588,26.83568329718004
"Logan County, Kansas",147490,20109,2777,62202,42.17370669197912
"Burke County, North Dakota",147410,38013,2177,97802,66.34692354657079
"Perkins County, South Dakota",147400,46105,2977,59432,40.3202170963365
"Ringgold County, Iowa",147390,19159,4739,57700,39.14783906642242
"Pope County, Illinois",147340,17151,3820,48013,32.58653454594815
"Randolph County, Illinois",147340,17157,30632,58093,39.42785394326049
"Screven County, Georgia",147160,13251,14028,43167,29.333378635498775
"Talbot County, Georgia",147160,13263,5837,40719,27.669883120413157
"Socorro County, New Mexico",147150,35053,16605,38242,25.988447162759087
"Chenango County, New York",147150,36017,47407,55690,37.84573564390078
"Oldham County, Texas",147130,48359,2251,68077,46.269965336777005
"Seward County, Kansas",147090,20175,22223,51809,35.222652797606905
"Lauderdale County, Tennessee",147050,47097,25406,43025,29.25875552533152
"Titus County, Texas",146990,48449,31327,53818,36.61337505952786
"Webster County, Iowa",146860,19187,37114,56934,38.76753370556993
"Palo Alto County, Iowa",146730,19147,8996,59988,40.883254958086276
"Walworth County, South Dakota",146670,46129,5355,51746,35.28056180541351
"Franklin County, Alabama",146540,1059,32034,43633,29.775487921386652
"Scioto County, Ohio",146520,39145,74392,43266,29.529074529074528
"Chase County, Kansas",146420,20017,2583,49453,33.77475754678322
"Ford County, Kansas",146420,20057,34426,59578,40.68979647589127
"Norman County, Minnesota",146390,27107,6500,58846,40.19810096318054
"Paulding County, Ohio",146380,39125,18858,59987,40.98032518103566
"Alcorn County, Mississippi",146350,28003,34964,44068,30.111376836351212
"Chambers County, Alabama",146270,1017,34834,47232,32.29096875640938
"Powell County, Kentucky",146190,21197,13050,39493,27.01484369655927
"Washington County, Georgia",145970,13303,20052,39350,26.95759402616976
"Lac qui Parle County, Minnesota",145850,27073,6753,60718,41.63044223517312
"Mason County, West Virginia",145850,54053,25667,49957,34.25231402125471
"Hardeman County, Tennessee",145830,47069,25612,41138,28.209559075636015
"Callahan County, Texas",145800,48059,13781,55820,38.28532235939643
"Hot Spring County, Arkansas",145770,5059,33096,46724,32.05323454757495
"Jackson County, South Dakota",145650,46071,2868,25357,17.409543426021283
"Emporia city, Virginia",145600,51595,5761,36111,24.80151098901099
"Jackson County, Oklahoma",145400,40065,24960,55551,38.20563961485557
"Macon County, Missouri",145380,29121,15222,48583,33.417939193836844
"Liberty County, Montana",145350,30051,2026,46507,31.996560027519784
"Brooks County, Georgia",145180,13027,16254,39770,27.39358038297286
"Reagan County, Texas",145170,48383,3363,62829,43.279603223806575
"Jackson County, Illinois",145150,17077,53676,41699,28.728212194281777
"Clay County, Indiana",145050,18021,26397,63361,43.682178559117546
"Big Stone County, Minnesota",145030,27011,5155,58095,40.05722953871613
"Marshall County, West Virginia",144790,54051,30813,52371,36.170315629532425
"Watonwan County, Minnesota",144760,27165,11223,59494,41.098369715390994
"Searcy County, Arkansas",144630,5129,7872,39627,27.398879900435595
"Fayette County, Iowa",144610,19065,19582,50973,35.248599681903045
"Union County, Iowa",144610,19175,12193,52321,36.18076204965078
"Crisp County, Georgia",144340,13081,20524,41605,28.824303727310518
"Hansford County, Texas",144330,48195,5332,47500,32.91069077807801
"Ward County, Texas",144330,48475,11375,66216,45.87819580128871
"Gentry County, Missouri",144280,29075,6231,47746,33.092597726642644
"Jefferson County, Ohio",143900,39081,65620,49211,34.19805420430855
"Iroquois County, Illinois",143870,17075,27362,58481,40.648502119969415
"Roane County, West Virginia",143840,54087,14129,38608,26.840934371523918
"Iosco County, Michigan",143810,26069,25262,44334,30.828176065642165
"Pickens County, Alabama",143670,1107,19240,43389,30.200459386093133
"Logan County, Illinois",143610,17107,28238,59809,41.64682125200195
"Floyd County, Iowa",143550,19067,15672,55827,38.89028213166144
"Winston County, Alabama",143530,1133,23650,46096,32.11593395109036
"Herkimer County, New York",143530,36043,60596,60561,42.19396641817042
"Trego County, Kansas",143460,20195,2825,78529,54.73930015335286
"Colquitt County, Georgia",143450,13071,45800,41623,29.01568490763332
"Vernon Parish, Louisiana",143270,22115,49064,53215,37.143156278355555
"Reno County, Kansas",143190,20155,62071,53359,37.26447377610168
"Atoka County, Oklahoma",143050,40005,14080,45148,31.56099265990912
"Barbour County, West Virginia",143040,54001,15600,42260,29.544183445190157
"Parke County, Indiana",142940,18121,16316,57156,39.98600811529313
"Dallam County, Texas",142920,48111,7135,61069,42.729499020431014
"Sequoyah County, Oklahoma",142900,40135,39652,43496,30.43806857942617
"Harding County, South Dakota",142890,46063,1179,64250,44.96465812863041
"Bollinger County, Missouri",142840,29017,10758,51250,35.879305516661994
"Lawrence County, Ohio",142830,39087,58570,48947,34.269411188125744
"Russell County, Kansas",142790,20167,6747,52108,36.492751593248826
"Independence County, Arkansas",142640,5063,37796,50028,35.07291082445317
"Boyd County, Kentucky",142580,21019,48447,53077,37.226118670220224
"Potter County, Texas",142560,48375,119043,45096,31.632996632996637
"Jefferson County, Pennsylvania",142530,42065,44491,52815,37.055356766996425
"Pawnee County, Oklahoma",142500,40117,15687,53084,37.2519298245614
"Bethel Census Area, Alaska",142330,2050,18514,57460,40.3709688751493
"Grant Parish, Louisiana",142150,22043,22236,52779,37.12908899050299
"Jones County, Mississippi",142130,28067,67374,43659,30.71765285302188
"Uvalde County, Texas",142080,48463,24918,51602,36.31897522522522
"Smith County, Mississippi",142000,28129,14483,51792,36.47323943661972
"Charlton County, Georgia",141820,13049,12416,45494,32.078691298829504
"Monroe County, Alabama",141750,1099,20115,32631,23.020105820105822
"Tazewell County, Virginia",141700,51185,40615,42937,30.30134086097389
"Morgan County, Illinois",141680,17137,33189,55261,39.0040937323546
"Marshall County, Iowa",141560,19127,40137,63591,44.92158801921447
"Dodge County, Georgia",141520,13091,20089,41362,29.226964386659134
"Pike County, Missouri",141510,29163,18052,47382,33.48314606741573
"Sherman County, Nebraska",141490,31163,2986,57579,40.69474874549438
"De Witt County, Illinois",141420,17039,15653,60401,42.71036628482534
"Benton County, Tennessee",141380,47005,15872,40258,28.47503182911303
"Talladega County, Alabama",141340,1121,81850,45400,32.12112636196406
"Jack County, Texas",141240,48237,8494,56916,40.29736618521665
"Whiteside County, Illinois",141160,17195,55932,59812,42.371776707282514
"Choctaw County, Oklahoma",141110,40023,14307,38854,27.534547516122178
"Clark County, Missouri",141100,29045,6649,45965,32.57618710134656
"Childress County, Texas",141100,48075,6784,53092,37.62721474131821
"Baker County, Georgia",141090,13007,2928,33417,23.684881990219008
"Lake County, Michigan",141080,26085,12248,40753,28.886447405727246
"Union County, Illinois",141030,17181,17259,53363,37.83804864213288
"Golden Valley County, North Dakota",141020,38033,1812,83295,59.066089916323925
"Frio County, Texas",140960,48163,18428,58456,41.46992054483542
"Red River County, Texas",140820,48387,11685,40674,28.88368129527056
"Marshall County, Illinois",140710,17123,11781,60231,42.805060052590434
"Oregon County, Missouri",140680,29149,8891,35972,25.570088143303956
"Morgan County, Ohio",140670,39115,13955,44848,31.881708964242556
"Lauderdale County, Mississippi",140590,28075,73756,43301,30.799487872537163
"Muhlenberg County, Kentucky",140560,21177,31011,46124,32.81445645987478
"Cavalier County, North Dakota",140520,38019,3725,60284,42.90065471107315
"Candler County, Georgia",140480,13043,10885,36763,26.169561503416855
"Doniphan County, Kansas",140440,20043,7549,54792,39.01452577613216
"Cheyenne County, Nebraska",140390,31033,9575,53674,38.23206781109766
"Edgecombe County, North Carolina",140370,37065,49609,41974,29.90240079789129
"Seminole County, Georgia",140330,13253,9108,40579,28.91683887978337
"Summers County, West Virginia",140220,54089,12125,41077,29.29467978890315
"Fillmore County, Nebraska",140120,31059,5561,66410,47.39508992292321
"Bureau County, Illinois",140000,17011,33338,59407,42.433571428571426
"Elk County, Pennsylvania",139910,42047,31037,57551,41.13430062182832
"Hamilton County, Iowa",139840,19079,15073,62183,44.46724828375286
"Franklin County, Arkansas",139820,5047,17159,42128,30.130167358031755
"Bibb County, Alabama",139800,1007,22412,54277,38.824749642346205
"Greene County, Indiana",139760,18055,30924,55470,39.68946765884373
"Jefferson County, Nebraska",139700,31095,7213,51587,36.92698639942734
"Mercer County, West Virginia",139680,54055,59892,43293,30.994415807560138
"Wayne County, Missouri",139580,29223,11298,42257,30.274394612408656
"Lamar County, Alabama",139570,1075,13929,43324,31.041054667908575
"Wayne County, Kentucky",139570,21231,19743,41237,29.5457476535072
"Gove County, Kansas",139560,20063,2774,53226,38.138435081685294
"Marion County, Kansas",139560,20115,11877,54679,39.17956434508455
"Yazoo County, Mississippi",139440,28163,27924,40037,28.712707974756167
"Richmond County, North Carolina",139360,37153,43301,38926,27.931974741676235
"Galax city, Virginia",139330,51640,6681,39808,28.571018445417355
"Guadalupe County, New Mexico",139300,35019,4465,35409,25.41923905240488
"Bracken County, Kentucky",139240,21023,8394,63277,45.44455616202241
"Moultrie County, Illinois",139230,17139,14634,67309,48.34374775551246
"Calhoun County, West Virginia",139140,54013,6420,37428,26.89952565761104
"Pratt County, Kansas",139020,20151,9266,57109,41.07970076248022
"Cumberland County, Illinois",138970,17035,10528,66530,47.873641793192775
"Morrill County, Nebraska",138880,31123,4595,50859,36.6208237327189
"Tattnall County, Georgia",138850,13267,23211,49977,35.99351818509183
"Mora County, New Mexico",138780,35033,4232,37549,27.056492289955326
"Montgomery County, Georgia",138700,13209,8701,48717,35.1240086517664
"Hart County, Kentucky",138580,21099,19194,45342,32.719007071727525
"Kinney County, Texas",138580,48271,3199,58925,42.52056573820176
"Lenoir County, North Carolina",138460,37107,55344,41092,29.67788530983678
"Warren County, Pennsylvania",138340,42123,38791,55796,40.33251409570623
"Hockley County, Texas",138290,48219,21670,49241,35.60705763251139
"Osceola County, Iowa",138250,19143,6168,65242,47.19132007233273
"Duplin County, North Carolina",138150,37061,49836,45744,33.11183496199783
"Harrison County, Ohio",138090,39067,14623,51993,37.651531609819685
"Nemaha County, Nebraska",138050,31127,7025,53081,38.45056139080044
"Sac County, Iowa",137850,19161,9829,61040,44.280014508523756
"McCurtain County, Oklahoma",137800,40089,31112,43435,31.520319303338173
"Barton County, Missouri",137780,29011,11712,45113,32.7427783422848
"Marion County, Texas",137730,48315,9748,43153,31.331590793581643
"Winnebago County, Iowa",137720,19189,10743,56578,41.08190531513215
"Shelby County, Illinois",137550,17173,21160,60103,43.69538349691021
"Randolph County, Arkansas",137510,5121,18442,42225,30.706857683077594
"Kleberg County, Texas",137450,48273,31015,49986,36.366678792288106
"Henry County, Virginia",137380,51089,51077,41103,29.919202212840297
"Ford County, Illinois",137320,17053,13589,55011,40.06044276143315
"Reeves County, Texas",137310,48389,14584,53548,38.997887990678024
"Mississippi County, Arkansas",137080,5093,41061,45740,33.3673767143274
"Faulk County, South Dakota",137060,46049,2157,53056,38.71005399095287
"Morris County, Texas",137030,48343,11988,46468,33.910822447639205
"Hancock County, West Virginia",136900,54029,29223,52062,38.02921840759679
"Brown County, Illinois",136780,17009,6330,59346,43.38792221084954
"Martin County, North Carolina",136640,37117,22213,41798,30.58987119437939
"Crittenden County, Kentucky",136610,21055,8997,45000,32.94048751921528
"Elbert County, Georgia",136480,13105,19453,39904,29.237983587338807
"Marshall County, Kansas",136470,20117,9995,58750,43.04975452480399
"Sumner County, Kansas",136350,20191,22603,54854,40.23028969563623
"Clare County, Michigan",136340,26035,30827,43069,31.58940883086402
"Meigs County, Ohio",136320,39105,22361,44113,32.359888497652584
"Holt County, Missouri",136260,29087,4295,52500,38.52928225451343
"Chautauqua County, New York",136240,36013,128042,50408,36.99941280093952
"Macoupin County, Illinois",136140,17117,45152,58227,42.7699427060379
"Haskell County, Oklahoma",136140,40061,11711,43622,32.04201557220509
"Lee County, Iowa",136130,19111,33724,54258,39.85748916476897
"Grenada County, Mississippi",136120,28043,21621,40808,29.979429914781075
"Greenlee County, Arizona",136110,4011,9542,67723,49.756079641466464
"Kidder County, North Dakota",136010,38043,2397,52419,38.54054848908169
"Tippah County, Mississippi",135990,28139,21877,41506,30.521361864843005
"Knox County, Nebraska",135990,31107,8434,58043,42.68181483932642
"Russell County, Virginia",135990,51167,25932,41100,30.22281050077212
"Cass County, Texas",135910,48067,28692,49626,36.513869472445
"Nowata County, Oklahoma",135720,40105,9484,46786,34.472443265546715
"Orangeburg County, South Carolina",135670,45075,84909,38052,28.047468121176383
"Reynolds County, Missouri",135570,29179,6138,41925,30.924983403407836
"Halifax County, North Carolina",135430,37083,49291,37832,27.934726426936425
"Scotland County, North Carolina",135430,37165,34345,39866,29.436609318467106
"Edmonson County, Kentucky",135360,21061,12165,41533,30.683362884160758
"Livingston County, Kentucky",135350,21139,8989,51081,37.7399335057259
"Miami County, Indiana",135340,18103,36100,53762,39.723658933057486
"Le Flore County, Oklahoma",135340,40079,48436,43049,31.808039012856508
"Hertford County, North Carolina",135130,37091,22010,43523,32.2082439132687
"LaMoure County, North Dakota",135130,38045,4173,63594,47.06134833123659
"Washington County, Missouri",135090,29221,23791,44955,33.27781479013991
"St. Lawrence County, New York",135020,36089,108836,54351,40.25403643904607
"Tishomingo County, Mississippi",134720,28141,18945,40394,29.983669833729216
"Fleming County, Kentucky",134640,21069,14996,48315,35.88458110516934
"Bon Homme County, South Dakota",134580,46009,7020,53575,39.80903551790757
"Fayette County, Alabama",134510,1057,16365,43960,32.681585012266744
"Kay County, Oklahoma",134480,40071,44019,50391,37.470999405116004
"Knox County, Kentucky",134360,21121,30367,29206,21.7371241440905
"Wetzel County, West Virginia",134310,54103,14629,47611,35.44858908495272
"Sevier County, Arkansas",134230,5133,16074,49470,36.85465246219176
"Barton County, Kansas",134050,20009,25708,50077,37.35695635956733
"Darlington County, South Carolina",134050,45031,63433,40704,30.36478925773965
"Norton city, Virginia",134040,51720,3696,35592,26.553267681289167
"Crawford County, Iowa",134010,19047,16555,55552,41.45362286396538
"Crawford County, Ohio",134010,39033,41939,48449,36.153272143869856
"Carson County, Texas",134000,48065,5856,76786,57.30298507462687
"Marion County, Georgia",133980,13197,7563,47250,35.26645768025078
"Okmulgee County, Oklahoma",133890,40111,37046,48689,36.364926432145786
"Vinton County, Ohio",133880,39163,12853,46653,34.846877801015836
"Stephenson County, Illinois",133820,17177,44817,53806,40.20774174263937
"Robertson County, Kentucky",133800,21201,2196,53833,40.2339312406577
"Dewey County, Oklahoma",133790,40043,4548,53672,40.11660064279842
"Wayne County, West Virginia",133790,54099,39337,45591,34.07653785783691
"Sherman County, Texas",133670,48421,2357,55667,41.645096132266026
"Robeson County, North Carolina",133620,37155,118836,36736,27.492890285885345
"Ohio County, Kentucky",133510,21183,23861,48481,36.31263575762115
"Beaver County, Oklahoma",133230,40007,5100,60152,45.1489904676124
"Faribault County, Minnesota",133170,27043,13933,55186,41.44026432379665
"Scurry County, Texas",133110,48415,16985,53376,40.0991661032229
"Gregory County, South Dakota",132980,46053,4004,44654,33.57948563693788
"Terrell County, Texas",132960,48443,979,47012,35.35800240673887
"Coles County, Illinois",132920,17029,47542,48534,36.513692446584415
"Jay County, Indiana",132850,18075,20570,48904,36.81144147534814
"Jeff Davis County, Georgia",132770,13161,14753,39668,29.877231302252017
"Hettinger County, North Dakota",132750,38041,2502,62865,47.35593220338983
"Crawford County, Kansas",132700,20037,39018,45191,34.05501130369254
"Audrain County, Missouri",132670,29007,25223,47178,35.56041305494837
"Hempstead County, Arkansas",132520,5057,20352,43592,32.894657410202235
"Ellsworth County, Kansas",132440,20053,6403,55318,41.76834793113863
"Lynn County, Texas",132260,48305,5587,49747,37.613034931196125
"Greeley County, Kansas",132170,20071,1257,57281,43.3388817432095
"Cass County, Indiana",132160,18017,37918,51776,39.17675544794189
"Crawford County, Indiana",132160,18025,10511,42465,32.13150726392252
"Northampton County, North Carolina",132110,37131,17917,39764,30.099159791083192
"Assumption Parish, Louisiana",132090,22007,21366,42831,32.42561889620713
"Wise County, Virginia",132090,51195,36531,44884,33.97986221515633
"Sheridan County, North Dakota",132000,38083,1328,61125,46.30681818181818
"Hancock County, Iowa",131900,19081,10837,64730,49.07505686125853
"Caldwell County, Kentucky",131820,21033,12641,48280,36.62570171445911
"Jefferson County, Georgia",131730,13163,15708,42238,32.064070447126696
"Mitchell County, Georgia",131730,13205,21940,43427,32.96667425795187
"Clark County, Illinois",131630,17023,15587,66067,50.191445719061
"Jefferson County, Illinois",131630,17081,37362,54692,41.54979867811289
"Rawlins County, Kansas",131630,20153,2531,58590,44.51112968168351
"Cattaraugus County, New York",131610,36009,77211,53537,40.67851986931084
"Greene County, Iowa",131500,19073,8831,52768,40.1277566539924
"Monona County, Iowa",131500,19133,8732,56107,42.66692015209125
"Butler County, Kentucky",131400,21031,12413,48355,36.79984779299848
"Madison County, Florida",131160,12079,18051,39503,30.118176273254036
"Walthall County, Mississippi",131140,28147,13981,34605,26.387829800213513
"Coosa County, Alabama",131090,1037,10442,50013,38.15165153711191
"Lincoln County, Mississippi",131010,28085,34910,43926,33.528738264254635
"Brooke County, West Virginia",130880,54009,22603,51210,39.127444987775064
"Schuyler County, Illinois",130860,17169,6953,58447,44.663762799938866
"Bacon County, Georgia",130840,13005,11163,40391,30.870528890247627
"Dixon County, Nebraska",130790,31051,5632,58849,44.99503020108571
"Venango County, Pennsylvania",130750,42121,50810,55899,42.75258126195028
"Bailey County, Texas",130720,48017,6968,64044,48.99326805385557
"Bee County, Texas",130720,48025,31191,48822,37.348531211750306
"Bolivar County, Mississippi",130630,28011,31301,33729,25.82025568399296
"Wells County, North Dakota",130620,38103,4031,58932,45.11713367018833
"Ellis County, Oklahoma",130610,40045,3813,52250,40.00459382895644
"Ripley County, Missouri",130600,29181,11032,36089,27.633231240428792
"Griggs County, North Dakota",130500,38039,2242,64196,49.19233716475096
"Monroe County, Mississippi",130370,28095,34448,47353,36.322006596609654
"Ritchie County, West Virginia",130290,54085,8676,45184,34.67956097935375
"Adair County, Oklahoma",130190,40001,19839,37940,29.14202319686612
"Lewis County, Missouri",130180,29111,10031,46250,35.52773083422952
"Ware County, Georgia",130100,13299,36084,39419,30.299000768639505
"Washington County, North Carolina",129990,37187,11183,32937,25.338102930994694
"Barnwell County, South Carolina",129990,45011,20801,38237,29.415339641510883
"Winston County, Mississippi",129860,28159,17846,39725,30.59063606961343
"Grant County, Nebraska",129790,31075,718,56806,43.76762462439325
"Trinity County, Texas",129740,48455,13695,45392,34.98689687066441
"Carroll County, Illinois",129700,17015,15586,54959,42.3739398612182
"Washington Parish, Louisiana",129700,22117,45794,39168,30.19892058596762
"Taylor County, Georgia",129500,13269,7857,36293,28.025482625482624
"Towner County, North Dakota",129500,38095,2190,51912,40.086486486486486
"Grundy County, Missouri",129490,29079,9901,49621,38.32033361649548
"Lawrence County, Kentucky",129430,21127,16274,37014,28.597697597156763
"Keokuk County, Iowa",129380,19107,10050,54233,41.91760704900294
"Worth County, Georgia",129340,13321,20824,54791,42.361991649914955
"Jasper County, Illinois",129310,17079,9324,60237,46.58340422241126
"Hooker County, Nebraska",129240,31091,714,51333,39.71912720519963
"Eddy County, North Dakota",129120,38027,2378,44958,34.81877323420075
"Van Buren County, Iowa",129110,19177,7196,53218,41.219115482921545
"Cotton County, Oklahoma",129090,40033,5603,54787,42.44093268262453
"Okfuskee County, Oklahoma",129090,40107,11444,43000,33.31009373305446
"Ottawa County, Oklahoma",128810,40115,30568,42311,32.84760499961183
"Tyler County, West Virginia",128810,54095,8397,50601,39.283440726651655
"Carroll County, Missouri",128800,29033,8564,54967,42.67624223602485
"Iron County, Missouri",128800,29093,9606,44717,34.71816770186336
"Hardin County, Iowa",128720,19083,16997,58845,45.715506525792414
"Deaf Smith County, Texas",128620,48117,18675,49611,38.571761778883534
"Buffalo County, South Dakota",128610,46017,1974,38523,29.953347329134594
"Carroll County, Mississippi",128580,28015,10053,46147,35.88971846321357
"Clay County, Mississippi",128580,28025,18768,35638,27.716596671333022
"Fayette County, West Virginia",128410,54019,41056,45988,35.81341017054746
"Lawrence County, Mississippi",128320,28077,12055,39443,30.737998753117207
"Hamilton County, Florida",128210,12047,13973,39346,30.688713828874505
"Kent County, Texas",128200,48263,632,63994,49.917316692667704
"Greene County, North Carolina",128190,37079,20524,45766,35.701692799750376
"Rockcastle County, Kentucky",128160,21203,16167,40406,31.52777777777778
"Allen Parish, Louisiana",128100,22003,23085,47660,37.205308352849336
"Adams County, North Dakota",127990,38001,2237,52896,41.32822876787249
"Pembina County, North Dakota",127870,38067,6912,61795,48.3264252756706
"Butler County, Alabama",127810,1013,19181,45236,35.393161724434705
"Union County, Kentucky",127740,21225,13786,50533,39.55926099890402
"Ben Hill County, Georgia",127720,13017,17237,34455,26.976980895709364
"Terrell County, Georgia",127560,13273,9102,38879,30.47899027908435
"Page County, Iowa",127390,19145,15250,52108,40.90430960043959
"Union County, Arkansas",127110,5139,39262,46444,36.5384312799937
"Itawamba County, Mississippi",127050,28057,23863,53510,42.11727666273121
"Luce County, Michigan",127020,26095,5520,49667,39.1017162651551
"Lucas County, Iowa",126600,19117,8650,55297,43.678515007898895
"Irwin County, Georgia",126540,13155,9615,42312,33.43764817449028
"Kingman County, Kansas",126390,20095,7495,54852,43.39900308568716
"Traverse County, Minnesota",126360,27155,3362,56667,44.84567901234568
"Linn County, Missouri",126170,29115,11962,54245,42.993580090354286
"Pike County, Mississippi",126020,28113,40262,36308,28.811299793683542
"Brantley County, Georgia",126010,13025,18072,38211,30.323783826680422
"Ballard County, Kentucky",125910,21007,7814,52695,41.851322373123665
"Ida County, Iowa",125800,19093,6979,57266,45.5214626391097
"Prentiss County, Mississippi",125770,28117,25022,46417,36.90625745408285
"Bamberg County, South Carolina",125760,45009,13525,44408,35.3117048346056
"Nicholas County, West Virginia",125730,54067,24770,42946,34.15732124393542
"St. Mary Parish, Louisiana",125710,22101,49818,43097,34.282873279770904
"Menominee County, Wisconsin",125580,55078,4318,54940,43.749004618569835
"Fulton County, Arkansas",125540,5049,12072,36950,29.432850087621475
"Mitchell County, Kansas",125440,20123,5884,49250,39.261798469387756
"Cambria County, Pennsylvania",125390,42021,134048,51018,40.68745513996331
"Latimer County, Oklahoma",125360,40077,9555,39939,31.85944479897894
"Sullivan County, Indiana",125330,18153,20814,49393,39.41035665842177
"Bent County, Colorado",125310,8011,5861,40972,32.69651264863139
"Holmes County, Florida",125270,12059,19622,41809,33.37510976291211
"Izard County, Arkansas",125250,5065,13653,45318,36.18203592814371
"McMullen County, Texas",125250,48311,729,63056,50.34411177644711
"Schleicher County, Texas",125250,48413,2547,61094,48.77764471057884
"Franklin County, Iowa",124740,19069,10056,59019,47.31361231361231
"Wheeler County, Nebraska",124700,31183,735,51875,41.599839615076185
"Dixie County, Florida",124680,12029,16701,44287,35.52053256336221
"Lee County, South Carolina",124600,45061,16730,36195,29.04895666131621
"Nelson County, North Dakota",124360,38063,3035,56724,45.612737214538434
"Crawford County, Illinois",124160,17033,18825,54942,44.250966494845365
"Brown County, Kansas",124100,20013,9532,52314,42.15471394037067
"Hancock County, Georgia",123870,13141,8652,33946,27.404537014612096
"Pike County, Arkansas",123830,5109,10234,46672,37.6903819752887
"Christian County, Illinois",123770,17021,34038,53188,42.9732568473782
"Walsh County, North Dakota",123610,38099,10631,59368,48.028476660464364
"Logan County, West Virginia",123580,54045,32786,38493,31.14824405243567
"Morris County, Kansas",123560,20127,5377,50242,40.662026545807706
"Washita County, Oklahoma",123560,40149,11014,55750,45.11977986403367
"Little River County, Arkansas",123540,5081,12104,57614,46.635907398413465
"Hidalgo County, New Mexico",123480,35023,4214,46097,37.33155166828636
"Colfax County, Nebraska",123460,31037,10608,70381,57.007127814676814
"Jim Hogg County, Texas",123430,48247,4864,37342,30.253585027951065
"Appling County, Georgia",123420,13001,18509,39588,32.075838599902774
"Bath County, Kentucky",123370,21011,12680,46375,37.59017589365324
"Nicholas County, Kentucky",123370,21181,7517,44306,35.91310691416065
"Boyd County, Nebraska",123320,31015,1812,54464,44.164774570223805
"Cowley County, Kansas",123290,20035,34769,51732,41.959607429637444
"Richland Parish, Louisiana",123200,22083,20110,42956,34.866883116883116
"Pushmataha County, Oklahoma",123150,40127,10891,40721,33.06617945594803
"Fayette County, Illinois",123130,17051,21514,47744,38.775278161292945
"Hamilton County, Kansas",123020,20075,2572,48333,39.28873353926191
"Hickory County, Missouri",122860,29085,8429,32132,26.15334527104021
"Cheyenne County, Kansas",122620,20023,2647,45039,36.73054966563367
"Winkler County, Texas",122590,48495,7629,67904,55.391141202381924
"Forest County, Pennsylvania",122510,42053,7121,43958,35.881152558974776
"Barbour County, Alabama",122340,1005,25259,36422,29.771129638711784
"Marengo County, Alabama",122340,1091,19397,35379,28.918587542913194
"Shelby County, Texas",122310,48419,24254,44504,36.386231706320004
"Fayette County, Indiana",122210,18041,23393,48101,39.35929956632027
"Chesterfield County, South Carolina",122120,45025,43655,45046,36.886668850311175
"Burke County, Georgia",122090,13033,24231,47837,39.18175116717176
"Marion County, Alabama",121800,1093,29392,44551,36.57717569786536
"Appanoose County, Iowa",121570,19007,12310,46900,38.57859669326314
"Cross County, Arkansas",121550,5037,16935,45247,37.22501028383382
"Dillon County, South Carolina",121540,45033,28527,39780,32.7299654434754
"Rock County, Nebraska",121530,31149,1321,55129,45.362461943553036
"Johnston County, Oklahoma",121490,40069,10446,46754,38.48382582928636
"Pike County, Kentucky",121400,21195,58914,36910,30.40362438220758
"Wayne County, Illinois",121200,17191,16250,51540,42.524752475247524
"McCulloch County, Texas",121180,48307,7676,46552,38.41558012873412
"Slope County, North Dakota",121110,38087,775,67614,55.82858558335397
"Massac County, Illinois",121070,17127,14280,57658,47.62368877508879
"Schuyler County, Missouri",121060,29197,4094,49746,41.09202048570956
"Castro County, Texas",121040,48069,7450,53551,44.24239920687376
"Randolph County, Indiana",120960,18135,24681,54912,45.3968253968254
"Hutchinson County, Texas",120900,48233,20801,57288,47.38461538461539
"Upton County, Texas",120900,48461,3340,58333,48.24896608767577
"Desha County, Arkansas",120840,5041,11530,33295,27.552962595167163
"Caddo County, Oklahoma",120800,40015,27253,47566,39.37582781456953
"Atchison County, Missouri",120780,29005,5312,53867,44.59927140255009
"Clay County, Illinois",120680,17025,13313,53900,44.66357308584687
"Hamilton County, Illinois",120680,17065,8021,58306,48.31455087835598
"Hampton County, South Carolina",120660,45049,19227,38298,31.740427647936347
"Avoyelles Parish, Louisiana",120570,22009,39880,37903,31.436509911254873
"Hickman County, Kentucky",120560,21105,4529,46321,38.42153284671533
"Iron County, Michigan",120560,26071,11580,45792,37.98274717982747
"Emmet County, Iowa",120510,19063,9433,58357,48.42502696871629
"Miner County, South Dakota",120460,46097,2293,56351,46.77984393159555
"Wright County, Iowa",120370,19197,12978,55395,46.020603140317355
"Hancock County, Illinois",120170,17067,17750,58188,48.4214030123991
"Marion County, Mississippi",120140,28091,24609,34286,28.53837189945064
"Lee County, Virginia",120100,51105,22482,37574,31.285595337218986
"Concho County, Texas",120060,48095,3181,46719,38.91304347826087
"Harper County, Oklahoma",119970,40059,3358,51481,42.91156122363925
"Wheeler County, Texas",119920,48483,5091,52138,43.477318212141434
"Sunflower County, Mississippi",119760,28133,26295,32608,27.227788911155642
"LaSalle Parish, Louisiana",119660,22059,14770,52205,43.62777870633462
"Marion County, South Carolina",119640,45067,29585,34465,28.80725509862922
"Runnels County, Texas",119500,48399,9887,52103,43.600836820083686
"Terry County, Texas",119500,48445,11937,47734,39.94476987447699
"Braxton County, West Virginia",119020,54007,12702,42519,35.724248025541925
"Green County, Kentucky",119010,21087,11141,34363,28.87404419796656
"Steele County, North Dakota",118980,38091,1870,81354,68.3761976802824
"Dooly County, Georgia",118970,13093,11546,39641,33.32016474741531
"Montgomery County, Illinois",118880,17135,28482,59309,49.88980484522207
"Wapello County, Iowa",118650,19179,35343,51222,43.17067003792667
